tavg,tx,tn,rhavg,rhx,rhn,td,ddavg,ffavg,rr,lwavg,pavg,gSunRadavg,tgavg_5_cm,tgavg_10_cm,tgavg_30_cm,smavg_10_cm,smavg_30_cm,tavg50,tx50,tn50
2.3,2.5,1.8,48.6,50.4,47.7,-7.4,174.7,3.0,0.0,0,,,,,,,,,,
1.6,2.8,0.1,52.8,61.6,47.6,-7.0,269.5,1.9,0.0,0,,,,,,,,,,
-0.1,0.4,-0.9,64.2,67.1,61.1,-6.0,158.9,2.6,0.0,1,,,,,,,,,,
0.0,0.4,-1.0,60.4,68.3,57.4,-6.7,142.5,3.4,0.0,0,,,,,,,,,,
0.5,1.0,0.1,57.0,59.1,55.0,-7.0,275.1,3.4,0.0,0,,,,,,,,,,
0.4,1.4,-0.2,59.1,61.4,57.1,-6.6,177.4,3.3,0.0,0,,,,,,,,,,
1.5,2.0,0.9,58.8,60.2,57.2,-5.7,153.4,2.3,0.0,0,,,,,,,,,,
1.7000000000000002,1.8,1.4,59.8,61.3,58.7,-5.2,152.9,2.4,0.0,0,,,,,,,,,,
1.6,1.9,1.3,62.5,63.6,61.3,-4.8,151.8,1.7000000000000002,0.0,1,,,,,,,,,,
1.9,2.2,1.1,60.8,64.8,58.8,-4.8,310.1,1.6,0.0,0,,,,,,,,,,
2.3,3.2,1.3,60.3,62.9,58.8,-4.6,282.5,1.7000000000000002,0.0,0,,,,,,,,,,
3.3,4.7,2.4,58.8,61.2,56.3,-4.0,280.9,1.9,0.0,0,,,,,,,,,,
5.2,5.9,4.4,57.5,58.8,55.9,-2.5,80.2,2.4,0.0,0,,,,,,,,,,
5.9,6.2,5.6,58.5,60.4,57.2,-1.6,29.4,3.3,0.0,0,,,,,,,,,,
6.4,6.9,5.8,59.2,61.1,57.5,-1.0,12.0,5.3,0.0,0,,,,,,,,,,
6.7,7.3,6.1,58.9,60.9,57.0,-0.7000000000000001,101.4,5.3,0.0,0,,,,,,,,,,
7.5,7.9,7.1,55.9,58.9,53.9,-0.7000000000000001,119.1,4.3,0.0,0,,,,,,,,,,
8.0,8.3,7.2,53.2,55.3,50.3,-0.9,231.3,3.5,0.0,0,,,,,,,,,,
8.5,8.9,8.0,53.1,55.9,49.5,-0.5,310.0,4.5,0.0,0,,,,,,,,,,
8.6,8.9,8.0,54.8,57.3,52.8,0.0,30.2,4.7,0.0,0,,,,,,,,,,
8.8,9.3,8.4,53.8,55.7,52.2,0.0,352.0,4.1,0.0,0,,,,,,,,,,
8.4,8.7,8.2,53.8,55.9,52.4,-0.4,327.6,4.6,0.0,0,,,,,,,,,,
8.6,8.8,8.3,54.3,55.5,53.1,-0.1,2.4,3.3,0.0,0,,,,,,,,,,
8.2,8.7,7.7,55.5,57.3,53.6,-0.1,55.5,3.4,0.0,0,,,,,,,,,,
7.2,8.2,6.7,56.6,58.8,54.2,-0.8,345.5,3.0,0.0,0,,,,,,,,,,
5.6,6.9,5.0,59.6,61.2,57.8,-1.6,246.2,1.4,0.0,1,,,,,,,,,,
5.7,6.0,5.2,58.7,60.0,57.5,-1.7000000000000002,140.2,1.4,0.0,1,,,,,,,,,,
6.1,6.4,5.7,57.4,58.5,56.3,-1.7000000000000002,87.7,2.2,0.0,1,,,,,,,,,,
5.0,5.6,4.4,61.7,63.3,59.3,-1.7000000000000002,150.6,2.6,0.0,1,,,,,,,,,,
4.2,5.2,2.7,64.2,70.7,59.1,-1.9,80.2,4.5,0.0,1,,,,,,,,,,
3.0,3.4,2.5,68.9,71.1,67.2,-2.1,107.0,4.5,0.0,2,,,,,,,,,,
3.4,3.8,3.2,66.8,67.6,65.2,-2.2,131.8,3.7,0.0,1,,,,,,,,,,
3.9,4.1,3.5,63.4,65.0,61.9,-2.4,153.4,3.4,0.0,1,,,,,,,,,,
3.2,3.9,2.4,65.0,68.7,62.7,-2.7,254.7,1.9,0.0,1,,,,,,,,,,
2.2,2.6,1.8,69.5,73.3,67.0,-2.8,196.9,2.7,0.0,3,,,,,,,,,,
1.6,1.9,1.0,74.7,77.0,73.6,-2.4,196.8,4.0,0.0,5,,,,,,,,,,
1.5,1.9,0.9,74.3,76.0,73.4,-2.6,204.9,3.6,0.0,4,,,,,,,,,,
1.0,1.2,0.8,76.1,77.1,75.4,-2.7,156.3,2.5,0.0,9,,,,,,,,,,
0.5,1.0,-0.1,77.5,80.3,75.9,-3.0,146.7,2.7,0.0,10,,,,,,,,,,
0.5,1.0,-0.1,77.2,79.5,74.8,-3.0,233.6,3.1,0.0,10,,,,,,,,,,
0.6000000000000001,1.0,0.30000000000000004,75.8,76.9,75.0,-3.2,222.7,2.5,0.0,10,,,,,,,,,,
0.1,0.2,-0.1,78.0,78.7,77.4,-3.3,226.9,2.0,0.0,10,,,,,,,,,,
-0.5,-0.1,-0.9,79.9,82.3,78.6,-3.5,240.8,1.2,0.0,10,,,,,,,,,,
-0.6000000000000001,-0.5,-0.9,80.9,82.5,79.5,-3.5,249.0,1.1,0.0,10,,,,,,,,,,
-0.6000000000000001,-0.5,-0.8,80.4,81.5,79.3,-3.6,175.2,2.3,0.0,10,,,,,,,,,,
-1.3,-0.9,-1.6,83.5,85.0,80.8,-3.7,171.5,1.2,0.0,10,,,,,,,,,,
-0.9,-0.7000000000000001,-1.1,82.1,84.3,80.9,-3.6,243.3,1.6,0.0,10,,,,,,,,,,
-0.9,-0.7000000000000001,-1.2,81.1,82.9,80.1,-3.7,290.7,1.7000000000000002,0.0,10,,,,,,,,,,
-1.3,-1.1,-1.8,84.1,86.3,82.4,-3.6,258.3,1.9,0.0,10,,,,,,,,,,
-1.5,-1.0,-2.1,85.4,87.7,82.8,-3.6,312.1,1.4,0.0,10,,,,,,,,,,
-1.9,-1.6,-2.2,87.4,89.0,85.5,-3.7,167.7,1.1,0.0,10,,,,,,,,,,
-2.1,-1.6,-2.7,88.3,91.2,86.6,-3.8,149.0,0.4,0.0,10,,,,,,,,,,
-2.0,-1.6,-2.4,88.7,90.9,85.1,-3.6,273.0,3.2,0.0,10,,,,,,,,,,
-2.1,-1.7000000000000002,-2.5,87.9,89.4,85.5,-3.8,209.3,3.1,0.0,10,,,,,,,,,,
-2.5,-2.3,-2.7,89.1,90.7,87.9,-4.0,63.0,2.5,0.0,10,,,,,,,,,,
-3.0,-2.7,-3.5,91.0,91.9,89.4,-4.3,147.8,0.9,0.0,10,,,,,,,,,,
-3.1,-2.0,-3.7,94.6,96.4,91.4,-3.8,165.9,1.4,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,-0.1,-1.8,86.0,90.1,82.9,-3.0,22.6,2.9,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.8,-0.8,80.4,87.4,74.7,-2.9,304.2,1.3,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8,3.5,0.2,71.6,76.8,64.6,-2.8,70.1,0.6000000000000001,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9,4.2,0.9,71.4,75.6,62.2,-2.7,343.6,3.1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.4,3.3,1.8,70.4,73.2,67.6,-2.4,329.1,4.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.6,3.5,1.7000000000000002,73.7,77.3,71.6,-1.6,326.7,4.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.3,5.1,3.4,72.8,75.3,70.8,-0.1,329.5,4.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.2,5.6,4.5,70.0,72.1,67.4,0.2,323.9,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.4,7.8,5.6,62.9,69.2,53.4,-0.1,181.1,7.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,8.7,7.7,52.3,54.4,50.4,-0.9,147.5,7.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,8.8,8.1,50.3,52.3,48.1,-1.2,190.1,7.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,9.4,8.5,48.7,49.9,47.6,-1.4,98.3,6.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,8.9,8.2,47.4,49.2,46.4,-1.9,186.0,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,8.6,8.1,46.9,48.6,45.6,-2.2,148.9,9.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,8.3,7.9,49.6,50.8,47.6,-1.8,146.5,7.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,8.1,7.3,52.3,53.9,49.9,-1.4,133.7,6.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.3,6.9,5.8,56.4,57.7,54.6,-1.7000000000000002,128.4,5.9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.6,5.9,5.1,58.5,61.0,57.2,-1.9,113.2,6.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,5.2,4.9,62.3,63.7,61.0,-1.6,142.6,7.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.7,4.9,4.6,64.5,65.1,63.6,-1.4,106.6,6.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.4,4.7,3.9,66.3,67.5,65.1,-1.3,144.4,6.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.9,4.2,3.5,69.1,71.0,67.7,-1.2,130.7,7.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.1,3.7,2.8,72.4,73.7,71.0,-1.4,194.2,4.2,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,2.9,2.5,73.8,74.6,72.5,-1.5,154.5,2.3,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3,2.6,2.0,76.1,77.1,75.0,-1.5,268.6,1.5,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.6,2.7,2.5,73.1,75.6,71.9,-1.7000000000000002,120.5,2.7,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,2.8,2.0,72.0,74.6,70.8,-2.0,231.8,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9,2.0,1.7000000000000002,75.1,75.5,74.6,-2.0,242.6,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.3,1.8,75.1,76.2,73.4,-1.9,182.7,1.7000000000000002,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,0.2,78.7,83.2,74.3,-2.3,236.0,2.5,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.5,0.1,84.1,84.9,82.8,-2.1,159.4,1.8,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.6000000000000001,-0.1,83.3,85.6,81.7,-2.2,168.3,3.4,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2,-0.4,85.3,87.5,84.1,-2.2,186.4,0.6000000000000001,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.4,-0.1,85.2,86.5,83.6,-2.1,88.9,1.6,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,1.0,-0.5,84.9,87.2,82.3,-2.1,131.7,4.7,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30000000000000004,1.0,-0.4,83.4,87.2,80.6,-2.2,213.7,2.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,1.0,-0.5,84.2,88.4,81.1,-1.9,48.4,2.6,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,1.0,0.0,83.9,86.2,81.7,-2.0,2.9,2.4,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.30000000000000004,0.30000000000000004,-1.4,86.4,91.2,84.1,-2.3,7.7,1.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5,0.0,-1.0,87.5,91.4,84.5,-2.3,233.0,3.4,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4,0.2,-1.3,88.0,92.3,83.8,-2.1,175.4,1.5,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.1,0.5,-0.7000000000000001,85.6,88.8,82.4,-2.2,145.2,2.7,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5,0.1,-0.9,86.6,89.4,83.5,-2.5,161.6,4.9,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.7000000000000001,-0.2,-1.0,89.0,90.5,87.2,-2.3,147.8,3.9,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6000000000000001,-0.9,86.5,90.5,83.1,-2.0,127.5,6.4,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.6000000000000001,-0.5,84.5,86.7,82.8,-2.1,95.1,6.7,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6000000000000001,-0.5,-0.7000000000000001,89.1,89.9,87.8,-2.2,89.5,7.1,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.1,0.30000000000000004,-0.5,88.0,89.7,86.5,-1.8,97.8,5.4,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6000000000000001,1.2,-0.1,85.3,87.3,82.7,-1.6,66.5,5.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7000000000000002,2.3,0.9,82.3,85.2,79.6,-1.0,93.7,4.8,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,3.0,2.3,78.4,79.4,77.3,-0.7000000000000001,83.0,5.6,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.8,4.8,3.0,74.4,76.8,69.2,-0.30000000000000004,112.7,4.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,5.4,4.9,67.8,69.3,66.0,-0.4,165.5,5.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.2,5.5,4.8,64.3,65.4,62.4,-1.0,169.5,11.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.8,6.1,5.3,61.3,62.7,59.6,-1.0,139.5,12.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.5,6.8,6.2,58.0,59.9,56.0,-1.1,158.7,9.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,7.6,6.6,54.2,56.6,51.5,-1.6,174.1,9.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4,7.7,7.1,49.9,52.1,47.4,-2.3,162.3,14.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6,8.0,7.3,50.2,51.3,48.2,-2.1,164.6,12.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,8.3,7.5,50.8,52.1,49.8,-1.5,192.1,9.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,7.7,7.3,52.9,53.6,51.8,-1.5,191.9,9.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,8.1,7.5,53.2,54.5,52.2,-1.1,150.3,8.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,8.1,7.3,54.9,56.3,52.9,-0.8,149.1,7.9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.8,7.3,6.4,58.4,60.0,56.9,-0.8,157.7,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5,6.3,5.1,62.8,63.7,60.3,-1.0,146.4,7.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.8,4.9,4.6,63.2,63.9,61.9,-1.6,143.2,8.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.6,4.7,4.3,62.7,63.3,62.0,-1.9,132.2,9.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,4.2,3.8,65.0,67.7,63.5,-2.0,137.6,10.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.4,3.8,3.1,67.6,68.6,66.8,-2.0,171.2,8.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.3,3.4,3.2,66.1,66.7,65.7,-2.4,144.8,7.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.9,3.2,2.6,67.2,68.5,65.8,-2.6,197.1,3.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,3.0,2.5,68.8,69.4,68.1,-2.4,137.4,2.6,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2,3.2,1.1,70.6,75.5,67.5,-2.6,186.5,1.1,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7000000000000002,2.0,1.4,73.0,74.9,71.8,-2.6,255.9,1.2,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6,1.9,1.3,73.9,75.2,72.6,-2.5,322.5,1.7000000000000002,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2,1.5,0.5,75.7,77.7,74.4,-2.6,132.1,0.6000000000000001,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.4,-0.1,80.1,80.9,77.4,-2.9,276.9,1.3,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6000000000000001,0.8,0.2,79.5,81.2,78.6,-2.5,80.2,0.8,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.30000000000000004,-0.1,81.3,82.4,79.4,-2.8,139.8,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
