tavg,tx,tn,rhavg,rhx,rhn,td,ddavg,ffavg,rr,lwavg,pavg,gSunRadavg,tgavg_5_cm,tgavg_10_cm,tgavg_30_cm,smavg_10_cm,smavg_30_cm,tavg50,tx50,tn50
0.0,0.0,-0.1,82.8,83.9,82.1,-2.6,243.8,2.7,0.0,0,,,,,,,,,,
0.0,0.0,0.0,82.9,84.0,82.4,-2.5,235.0,2.8,0.0,0,,,,,,,,,,
-0.1,0.0,-0.2,83.7,84.2,83.1,-2.5,256.0,3.3,0.0,0,,,,,,,,,,
-0.2,-0.1,-0.2,83.8,84.4,83.4,-2.6,243.9,3.7,0.0,0,,,,,,,,,,
-0.30000000000000004,-0.2,-0.30000000000000004,85.1,85.6,84.4,-2.5,257.5,2.5,0.0,1,,,,,,,,,,
-0.4,-0.30000000000000004,-0.5,85.2,85.6,84.6,-2.6,258.8,3.1,0.0,1,,,,,,,,,,
-0.6000000000000001,-0.5,-0.8,84.9,85.6,84.5,-2.8,209.3,3.0,0.0,2,,,,,,,,,,
-0.8,-0.8,-1.0,85.3,86.6,84.2,-3.0,186.1,4.5,0.0,5,,,,,,,,,,
-1.1,-1.0,-1.2,86.3,87.1,85.5,-3.1,181.8,4.5,0.0,10,,,,,,,,,,
-1.1,-0.8,-1.2,87.2,87.9,86.3,-3.0,204.7,4.3,0.0,9,,,,,,,,,,
-1.0,-0.8,-1.2,86.4,87.9,85.5,-3.0,175.9,4.1,0.0,3,,,,,,,,,,
-1.1,-1.0,-1.2,87.0,87.6,85.8,-3.0,174.0,4.3,0.0,3,,,,,,,,,,
-1.2,-1.1,-1.3,87.5,88.0,86.6,-3.0,173.2,4.5,0.0,4,,,,,,,,,,
-1.4,-1.2,-1.5,87.8,88.6,86.7,-3.2,173.2,4.0,0.0,10,,,,,,,,,,
-1.6,-1.4,-1.8,88.7,89.5,87.5,-3.2,191.9,4.2,0.0,9,,,,,,,,,,
-1.9,-1.7000000000000002,-2.1,89.1,89.5,88.4,-3.5,180.0,5.5,0.0,4,,,,,,,,,,
-2.2,-1.8,-2.5,89.4,91.0,87.2,-3.7,184.9,6.0,0.0,4,,,,,,,,,,
-2.5,-2.2,-2.7,90.1,90.9,88.8,-3.9,186.2,6.8,0.0,3,,,,,,,,,,
-2.2,-2.1,-2.6,87.3,90.7,85.5,-4.0,175.9,6.8,0.0,3,,,,,,,,,,
-2.1,-1.8,-2.3,84.7,85.3,83.9,-4.3,186.7,9.0,0.0,4,,,,,,,,,,
-2.0,-1.7000000000000002,-2.2,82.7,84.9,81.1,-4.5,166.0,10.5,0.0,4,,,,,,,,,,
-1.8,-1.7000000000000002,-1.9,80.3,80.8,79.1,-4.7,175.9,9.9,0.0,2,,,,,,,,,,
-1.9,-1.7000000000000002,-2.1,79.6,80.9,79.2,-5.0,168.3,7.4,0.0,1,,,,,,,,,,
-1.9,-1.7000000000000002,-2.1,79.0,79.6,78.4,-5.1,177.4,7.2,0.0,1,,,,,,,,,,
-2.1,-1.9,-2.3,79.3,80.0,78.7,-5.2,170.3,7.0,0.0,1,,,,,,,,,,
-2.2,-2.0,-2.5,79.4,80.8,78.3,-5.3,188.7,7.8,0.0,1,,,,,,,,,,
-2.0,-1.8,-2.2,78.2,78.8,77.5,-5.3,169.9,9.6,0.0,1,,,,,,,,,,
-2.1,-2.0,-2.3,78.5,79.5,77.1,-5.3,202.4,6.5,0.0,1,,,,,,,,,,
-2.1,-1.9,-2.3,79.2,80.6,77.9,-5.2,190.6,5.4,0.0,1,,,,,,,,,,
-2.3,-2.2,-2.5,80.7,81.6,79.7,-5.2,174.8,6.8,0.0,2,,,,,,,,,,
-2.4,-2.2,-2.7,81.1,82.7,80.1,-5.2,168.0,6.4,0.0,2,,,,,,,,,,
-2.6,-2.5,-2.7,82.4,83.1,81.7,-5.2,174.9,6.5,0.0,3,,,,,,,,,,
-2.6,-2.3,-2.9,82.5,83.9,81.3,-5.2,182.1,5.8,0.0,3,,,,,,,,,,
-2.5,-2.4,-2.8,82.3,83.4,81.7,-5.1,179.0,7.1,0.0,3,,,,,,,,,,
-2.5,-2.3,-2.8,82.7,83.8,81.9,-5.0,174.0,8.0,0.0,2,,,,,,,,,,
-2.7,-2.5,-2.8,83.2,84.0,82.6,-5.1,212.4,5.5,0.0,2,,,,,,,,,,
-3.0,-2.6,-3.4,84.5,86.8,82.5,-5.2,206.1,2.5,0.0,5,,,,,,,,,,
-2.6,-1.9,-3.3,84.9,88.3,80.5,-4.8,154.3,3.8,0.0,5,,,,,,,,,,
-1.4,-1.1,-2.0,78.8,81.1,77.1,-4.6,146.9,6.0,0.0,2,,,,,,,,,,
-0.9,-0.4,-1.3,78.2,81.9,75.0,-4.2,292.3,3.1,0.0,0,,,,,,,,,,
-1.3,-1.0,-1.6,84.3,87.4,80.4,-3.6,324.3,4.0,0.0,0,,,,,,,,,,
-0.4,0.2,-1.2,83.1,85.9,81.2,-2.9,238.3,3.3,0.0,0,,,,,,,,,,
0.30000000000000004,0.7000000000000001,-0.1,80.6,81.9,79.2,-2.6,319.4,5.1,0.0,0,,,,,,,,,,
1.1,2.3,0.4,78.6,80.6,73.0,-2.2,240.2,4.8,0.0,0,,,,,,,,,,
3.1,3.6,2.3,62.2,68.7,58.4,-3.4,112.0,5.6,0.0,0,,,,,,,,,,
3.8,4.3,3.2,60.1,68.3,57.1,-3.2,199.2,6.2,0.0,0,,,,,,,,,,
4.1,4.4,3.8,57.6,58.6,56.7,-3.5,207.5,7.0,0.0,0,,,,,,,,,,
4.3,4.7,4.1,56.9,58.1,56.0,-3.5,162.6,8.9,0.0,0,,,,,,,,,,
4.0,4.3,3.7,56.3,56.8,55.8,-3.9,174.2,11.5,0.0,0,,,,,,,,,,
4.2,4.4,3.9,56.6,57.5,55.6,-3.6,192.6,8.2,0.0,0,,,,,,,,,,
4.1,4.3,4.0,57.7,58.6,56.8,-3.5,144.1,7.7,0.0,0,,,,,,,,,,
3.8,4.1,3.5,57.7,59.1,56.8,-3.7,151.4,6.7,0.0,0,,,,,,,,,,
2.8,3.4,2.2,59.4,61.2,57.8,-4.3,156.3,7.7,0.0,0,,,,,,,,,,
1.7000000000000002,2.2,1.2,63.0,65.0,61.3,-4.6,138.8,8.1,0.0,0,,,,,,,,,,
1.2,1.3,1.0,65.0,65.6,64.5,-4.6,156.6,8.4,0.0,0,,,,,,,,,,
0.9,1.0,0.8,66.1,66.5,65.6,-4.7,161.6,9.0,0.0,0,,,,,,,,,,
0.8,1.0,0.30000000000000004,67.1,68.6,66.3,-4.6,176.3,7.7,0.0,0,,,,,,,,,,
0.30000000000000004,0.4,0.2,69.6,70.2,69.4,-4.6,146.4,7.9,0.0,0,,,,,,,,,,
0.1,0.4,-0.2,70.7,71.7,69.5,-4.6,239.7,4.4,0.0,0,,,,,,,,,,
-0.6000000000000001,0.4,-1.6,75.2,83.4,70.0,-4.4,320.4,5.3,0.0,1,,,,,,,,,,
-1.8,-1.6,-2.0,84.7,85.3,83.9,-4.0,143.8,3.4,0.0,9,,,,,,,,,,
-1.7000000000000002,-1.2,-2.0,83.5,84.7,81.1,-4.1,119.2,4.8,0.0,6,,,,,,,,,,
-1.6,-1.0,-2.1,80.7,82.5,78.1,-4.5,173.1,5.0,0.0,4,,,,,,,,,,
-1.1,-0.6000000000000001,-1.9,77.8,80.8,75.6,-4.5,178.9,4.8,0.0,2,,,,,,,,,,
-1.9,-1.9,-2.0,81.9,82.4,81.4,-4.6,187.7,3.2,0.0,6,,,,,,,,,,
-1.8,-1.4,-2.3,81.5,83.9,79.6,-4.5,113.9,4.2,0.0,7,,,,,,,,,,
-1.8,-1.5,-2.5,81.2,84.9,79.9,-4.6,35.1,2.7,0.0,7,,,,,,,,,,
-3.0,-2.4,-3.3,86.7,89.4,84.5,-4.9,1.4,2.6,0.0,6,,,,,,,,,,
-3.3,-3.0,-3.5,90.9,93.7,87.8,-4.6,341.0,4.3,0.0,4,,,,,,,,,,
-3.5,-3.1,-3.6,93.5,94.4,92.7,-4.4,77.6,3.0,0.0,3,,,,,,,,,,
-3.9,-3.2,-4.4,94.2,95.9,91.1,-4.7,337.7,3.3,0.0,3,,,,,,,,,,
-4.1,-3.8,-4.3,97.2,98.0,96.4,-4.5,70.1,2.0,0.0,3,,,,,,,,,,
-4.0,-3.8,-4.3,97.3,98.3,96.6,-4.4,317.8,3.4,0.0,3,,,,,,,,,,
-4.4,-4.3,-4.5,99.0,100.0,97.3,-4.5,343.1,5.4,0.0,3,,,,,,,,,,
-4.4,-4.3,-4.6,100.0,100.0,100.0,-4.4,190.4,3.7,0.0,3,,,,,,,,,,
-4.4,-4.3,-4.7,100.0,100.0,100.0,-4.4,175.3,1.7000000000000002,0.0,3,,,,,,,,,,
-4.4,-4.2,-4.5,100.0,100.0,100.0,-4.4,284.4,2.4,0.0,2,,,,,,,,,,
-4.4,-4.2,-4.6,100.0,100.0,100.0,-4.4,264.3,3.4,0.0,3,,,,,,,,,,
-4.5,-4.2,-4.9,100.0,100.0,100.0,-4.5,2.4,3.1,0.0,3,,,,,,,,,,
-4.5,-4.3,-4.6,100.0,100.0,100.0,-4.5,275.6,1.3,0.0,2,,,,,,,,,,
-4.8,-4.5,-5.0,100.0,100.0,100.0,-4.8,135.7,1.9,0.0,2,,,,,,,,,,
-4.8,-4.6,-4.8,100.0,100.0,100.0,-4.8,350.8,3.2,0.0,2,,,,,,,,,,
-5.1,-4.9,-5.5,100.0,100.0,100.0,-5.1,145.1,2.5,0.0,2,,,,,,,,,,
-5.1,-5.0,-5.3,100.0,100.0,100.0,-5.1,9.2,1.9,0.0,1,,,,,,,,,,
-5.2,-5.1,-5.3,100.0,100.0,100.0,-5.2,15.8,3.1,0.0,2,,,,,,,,,,
-5.3,-5.2,-5.4,100.0,100.0,100.0,-5.3,357.5,1.7000000000000002,0.0,2,,,,,,,,,,
-5.3,-5.2,-5.4,100.0,100.0,100.0,-5.3,309.9,3.2,0.0,2,,,,,,,,,,
-5.3,-5.1,-5.4,100.0,100.0,100.0,-5.3,195.2,1.7000000000000002,0.0,2,,,,,,,,,,
-5.0,-4.8,-5.1,100.0,100.0,100.0,-5.0,306.6,1.9,0.0,3,,,,,,,,,,
-4.8,-4.7,-4.9,100.0,100.0,100.0,-4.8,274.9,3.4,0.0,3,,,,,,,,,,
-4.6,-4.4,-4.8,100.0,100.0,100.0,-4.6,297.3,2.6,0.0,4,,,,,,,,,,
-4.1,-3.9,-4.4,100.0,100.0,100.0,-4.1,184.7,1.7000000000000002,0.0,5,,,,,,,,,,
-3.8,-3.7,-4.0,100.0,100.0,100.0,-3.8,300.4,1.3,0.0,8,,,,,,,,,,
-4.0,-3.8,-4.1,100.0,100.0,100.0,-4.0,310.1,3.8,0.0,7,,,,,,,,,,
-3.8,-3.7,-3.9,100.0,100.0,100.0,-3.8,276.3,3.5,0.0,8,,,,,,,,,,
-3.5,-3.3,-3.8,100.0,100.0,100.0,-3.5,322.3,2.1,0.0,9,,,,,,,,,,
-3.3,-3.1,-3.5,99.8,100.0,99.2,-3.3,317.4,2.2,0.0,8,,,,,,,,,,
-3.1,-3.1,-3.2,98.4,99.1,97.7,-3.3,221.5,2.6,0.0,9,,,,,,,,,,
-3.0,-2.9,-3.1,96.3,97.4,95.5,-3.5,164.3,2.5,0.0,8,,,,,,,,,,
-3.0,-2.9,-3.2,95.8,96.5,95.3,-3.6,307.0,1.0,0.0,6,,,,,,,,,,
-3.4,-3.2,-3.6,96.9,97.5,96.3,-3.8,237.0,0.7000000000000001,0.0,4,,,,,,,,,,
-3.5,-3.4,-3.7,98.0,98.3,97.4,-3.8,150.7,2.4,0.0,4,,,,,,,,,,
-3.7,-3.6,-3.9,98.7,99.0,97.9,-3.9,155.1,2.1,0.0,3,,,,,,,,,,
-3.7,-3.5,-3.9,98.9,99.2,98.4,-3.8,260.6,1.6,0.0,3,,,,,,,,,,
-3.8,-3.6,-4.4,98.7,99.2,98.1,-4.0,171.7,1.9,0.0,3,,,,,,,,,,
-4.1,-4.0,-4.2,99.6,100.0,99.2,-4.2,203.4,2.0,0.0,3,,,,,,,,,,
-4.3,-4.1,-4.5,100.0,100.0,99.6,-4.3,235.1,2.4,0.0,3,,,,,,,,,,
-4.3,-4.2,-4.4,100.0,100.0,100.0,-4.3,247.3,5.0,0.0,4,,,,,,,,,,
-4.4,-4.3,-4.5,100.0,100.0,100.0,-4.4,215.6,4.2,0.0,5,,,,,,,,,,
-4.3,-4.3,-4.5,100.0,100.0,100.0,-4.3,265.5,4.8,0.0,6,,,,,,,,,,
-4.4,-4.3,-4.5,100.0,100.0,100.0,-4.4,223.1,3.8,0.0,6,,,,,,,,,,
-4.5,-4.4,-4.6,100.0,100.0,100.0,-4.5,293.6,4.8,0.0,6,,,,,,,,,,
-4.6,-4.5,-4.6,100.0,100.0,100.0,-4.6,286.3,3.2,0.0,6,,,,,,,,,,
-4.6,-4.5,-4.6,100.0,100.0,100.0,-4.6,210.6,3.1,0.0,6,,,,,,,,,,
-4.7,-4.6,-4.7,100.0,100.0,100.0,-4.7,323.3,2.8,0.0,5,,,,,,,,,,
-4.7,-4.6,-4.7,100.0,100.0,100.0,-4.7,306.5,3.4,0.0,5,,,,,,,,,,
-4.7,-4.6,-4.8,100.0,100.0,100.0,-4.7,251.0,3.8,0.0,5,,,,,,,,,,
-4.6,-4.6,-4.7,100.0,100.0,100.0,-4.6,3.0,1.9,0.0,5,,,,,,,,,,
-4.8,-4.6,-4.9,100.0,100.0,100.0,-4.8,262.1,2.9,0.0,4,,,,,,,,,,
-4.7,-4.7,-4.8,100.0,100.0,100.0,-4.7,354.9,3.0,0.0,4,,,,,,,,,,
-4.6,-4.5,-4.6,100.0,100.0,100.0,-4.6,354.7,4.2,0.0,5,,,,,,,,,,
-4.5,-4.4,-4.6,100.0,100.0,100.0,-4.5,134.8,2.6,0.0,5,,,,,,,,,,
-4.4,-4.2,-4.5,100.0,100.0,100.0,-4.4,15.4,1.7000000000000002,0.0,5,,,,,,,,,,
-4.4,-4.3,-4.5,100.0,100.0,100.0,-4.4,345.0,3.0,0.0,5,,,,,,,,,,
-4.6,-4.5,-4.6,100.0,100.0,100.0,-4.6,51.0,3.5,0.0,4,,,,,,,,,,
-4.4,-4.2,-4.5,100.0,100.0,100.0,-4.4,317.6,2.7,0.0,6,,,,,,,,,,
-3.9,-3.4,-4.3,100.0,100.0,100.0,-3.9,326.4,4.3,0.0,7,,,,,,,,,,
-4.2,-4.0,-4.3,100.0,100.0,100.0,-4.2,22.1,3.2,0.0,6,,,,,,,,,,
-4.4,-4.4,-4.6,100.0,100.0,100.0,-4.4,29.2,1.9,0.0,4,,,,,,,,,,
-4.6,-4.6,-4.8,100.0,100.0,100.0,-4.6,9.8,2.8,0.0,3,,,,,,,,,,
-4.8,-4.6,-4.9,100.0,100.0,100.0,-4.8,336.0,2.9,0.0,2,,,,,,,,,,
-4.8,-4.7,-4.9,100.0,100.0,100.0,-4.8,112.8,2.5,0.0,3,,,,,,,,,,
-4.5,-4.4,-4.7,100.0,100.0,100.0,-4.5,139.9,4.7,0.0,4,,,,,,,,,,
-3.7,-3.0,-4.3,100.0,100.0,100.0,-3.7,88.3,3.9,0.0,4,,,,,,,,,,
-3.8,-3.5,-4.2,100.0,100.0,100.0,-3.8,326.6,5.6,0.0,7,,,,,,,,,,
-3.4,-2.7,-4.0,100.0,100.0,100.0,-3.4,134.7,3.5,0.0,10,,,,,,,,,,
-2.3,-1.7000000000000002,-3.1,100.0,100.0,100.0,-2.3,29.5,3.3,0.0,10,,,,,,,,,,
-2.2,-2.0,-2.5,100.0,100.0,100.0,-2.2,168.6,4.1,0.0,10,,,,,,,,,,
-2.1,-1.9,-2.3,100.0,100.0,100.0,-2.1,163.1,3.7,0.0,10,,,,,,,,,,
-1.3,-1.1,-1.7000000000000002,100.0,100.0,100.0,-1.3,178.4,2.6,0.0,10,,,,,,,,,,
-1.1,-0.9,-1.3,100.0,100.0,100.0,-1.1,340.6,3.3,0.0,10,,,,,,,,,,
-1.3,-1.2,-1.5,100.0,100.0,100.0,-1.3,300.3,3.4,0.0,1,,,,,,,,,,
-1.4,-1.2,-1.6,100.0,100.0,100.0,-1.4,225.4,4.2,0.0,0,,,,,,,,,,
-1.0,-0.8,-1.1,100.0,100.0,100.0,-1.0,259.6,2.7,0.0,1,,,,,,,,,,
-0.9,-0.8,-1.0,100.0,100.0,100.0,-0.9,261.2,3.5,0.0,2,,,,,,,,,,
-0.9,-0.7000000000000001,-1.0,100.0,100.0,100.0,-0.9,302.8,3.1,0.0,2,,,,,,,,,,
-0.8,-0.7000000000000001,-0.8,99.8,100.0,98.7,-0.8,313.9,4.2,0.0,2,,,,,,,,,,
-0.8,-0.7000000000000001,-0.8,97.3,98.3,96.6,-1.2,304.6,5.6,0.0,2,,,,,,,,,,
-0.6000000000000001,-0.6000000000000001,-0.7000000000000001,96.2,96.8,95.7,-1.1,237.5,2.6,0.0,2,,,,,,,,,,
-0.6000000000000001,-0.6000000000000001,-0.7000000000000001,95.8,96.3,95.1,-1.2,337.3,2.3,0.0,3,,,,,,,,,,
-0.6000000000000001,-0.5,-0.6000000000000001,95.4,95.7,95.0,-1.2,296.2,4.9,0.0,3,,,,,,,,,,
-0.5,-0.5,-0.5,95.3,95.6,95.0,-1.2,12.7,2.8,0.0,3,,,,,,,,,,
-0.5,-0.5,-0.5,95.6,95.9,95.3,-1.1,83.7,2.9,0.0,5,,,,,,,,,,
-0.7000000000000001,-0.5,-0.7000000000000001,97.0,98.3,95.7,-1.1,328.2,2.4,0.0,9,,,,,,,,,,
-0.7000000000000001,-0.6000000000000001,-0.7000000000000001,98.2,98.7,97.9,-0.9,170.8,1.1,0.0,9,,,,,,,,,,
-0.7000000000000001,-0.6000000000000001,-0.7000000000000001,99.3,99.9,98.7,-0.8,136.4,1.8,0.0,10,,,,,,,,,,
-0.9,-0.7000000000000001,-1.0,100.0,100.0,99.6,-0.9,281.4,4.1,0.0,10,,,,,,,,,,
-0.9,-0.9,-1.0,100.0,100.0,100.0,-0.9,182.2,3.7,0.0,10,,,,,,,,,,
-0.9,-0.8,-1.0,100.0,100.0,100.0,-0.9,171.0,5.9,0.0,10,,,,,,,,,,
-0.8,-0.6000000000000001,-1.0,100.0,100.0,100.0,-0.8,231.1,6.1,0.0,10,,,,,,,,,,
-0.6000000000000001,-0.5,-0.7000000000000001,100.0,100.0,99.6,-0.6000000000000001,218.3,5.8,0.0,10,,,,,,,,,,
-0.30000000000000004,-0.1,-0.5,98.3,99.7,96.1,-0.5,190.4,8.4,0.0,10,,,,,,,,,,
-0.2,0.0,-0.30000000000000004,96.0,96.5,94.7,-0.8,168.3,6.8,0.0,10,,,,,,,,,,
-0.30000000000000004,-0.1,-0.4,96.1,96.7,95.4,-0.8,119.7,4.2,0.0,10,,,,,,,,,,
-0.30000000000000004,-0.2,-0.4,96.4,96.8,95.9,-0.8,283.8,1.8,0.0,10,,,,,,,,,,
-0.8,-0.30000000000000004,-1.0,98.1,100.0,95.9,-1.1,153.2,3.6,0.0,9,,,,,,,,,,
-0.8,-0.6000000000000001,-1.0,99.8,100.0,99.1,-0.8,133.8,3.4,0.0,6,,,,,,,,,,
-1.3,-0.6000000000000001,-1.6,99.5,100.0,98.7,-1.4,176.7,3.3,0.0,4,,,,,,,,,,
-1.1,-0.9,-1.3,100.0,100.0,100.0,-1.1,160.4,4.5,0.0,4,,,,,,,,,,
-1.4,-1.0,-2.0,100.0,100.0,100.0,-1.4,169.6,6.0,0.0,4,,,,,,,,,,
-1.6,-1.5,-1.7000000000000002,100.0,100.0,100.0,-1.6,177.1,9.7,0.0,5,,,,,,,,,,
-1.7000000000000002,-1.5,-1.9,100.0,100.0,100.0,-1.7000000000000002,188.1,6.8,0.0,4,,,,,,,,,,
-1.3,-1.0,-1.6,100.0,100.0,100.0,-1.3,155.8,9.6,0.0,5,,,,,,,,,,
-1.4,-1.0,-1.9,99.9,100.0,99.3,-1.4,182.5,8.1,0.0,5,,,,,,,,,,
-1.0,-0.9,-1.2,98.6,99.5,97.9,-1.2,185.1,10.2,0.0,6,,,,,,,,,,
-1.1,-0.7000000000000001,-1.5,98.0,99.3,97.5,-1.4,111.2,6.9,0.0,5,,,,,,,,,,
-1.6,-1.3,-2.2,99.3,100.0,98.2,-1.7000000000000002,175.2,5.8,0.0,4,,,,,,,,,,
-1.5,-1.1,-1.8,99.6,100.0,98.9,-1.6,183.0,5.8,0.0,4,,,,,,,,,,
-1.8,-1.4,-2.2,99.7,100.0,99.2,-1.8,175.8,7.1,0.0,4,,,,,,,,,,
-2.0,-1.6,-2.5,100.0,100.0,99.5,-2.0,177.8,7.4,0.0,3,,,,,,,,,,
-1.9,-1.6,-2.3,100.0,100.0,99.7,-1.9,242.9,6.9,0.0,4,,,,,,,,,,
-1.9,-1.4,-2.8,99.9,100.0,99.2,-1.9,199.7,5.5,0.0,3,,,,,,,,,,
-0.5,-0.1,-1.2,97.4,100.0,94.1,-0.9,172.2,3.3,0.0,6,,,,,,,,,,
0.0,0.9,-1.0,93.6,97.2,90.8,-0.9,185.3,4.6,0.0,9,,,,,,,,,,
1.6,2.1,1.1,86.5,89.7,84.5,-0.4,150.1,6.1,0.2,10,,,,,,,,,,
2.2,2.5,1.9,82.2,84.3,80.4,-0.5,181.9,9.6,0.0,9,,,,,,,,,,
2.9,3.3,2.6,78.6,80.7,76.5,-0.4,203.3,8.9,0.2,2,,,,,,,,,,
3.7,4.3,3.3,75.3,77.7,73.3,-0.2,165.8,9.2,0.0,0,,,,,,,,,,
3.9,4.1,3.7,71.3,72.6,69.1,-0.8,167.4,13.1,0.0,0,,,,,,,,,,
3.9,4.5,3.6,69.8,71.0,68.4,-1.1,177.7,11.9,0.0,0,,,,,,,,,,
3.8,4.2,3.6,68.7,69.9,67.9,-1.4,153.7,14.5,0.0,0,,,,,,,,,,
4.2,4.4,4.0,68.1,68.9,66.8,-1.1,197.8,11.8,0.0,0,,,,,,,,,,
3.9,4.5,3.5,66.7,68.1,65.7,-1.7000000000000002,164.4,12.3,0.0,0,,,,,,,,,,
3.6,3.7,3.4,68.0,70.1,66.3,-1.7000000000000002,192.5,11.5,0.0,0,,,,,,,,,,
3.1,3.4,2.9,68.4,69.9,67.7,-2.1,179.3,14.9,0.0,0,,,,,,,,,,
2.6,2.7,2.3,72.0,74.3,70.7,-1.9,177.6,14.0,0.0,0,,,,,,,,,,
1.5,2.2,1.0,79.3,83.4,74.5,-1.7000000000000002,156.6,7.9,0.0,0,,,,,,,,,,
0.7000000000000001,0.9,0.6000000000000001,83.6,84.4,83.0,-1.7000000000000002,158.2,7.5,0.0,0,,,,,,,,,,
0.5,0.8,0.2,84.8,86.4,83.4,-1.7000000000000002,187.9,7.6,0.0,1,,,,,,,,,,
-0.1,0.5,-0.6000000000000001,87.2,90.4,84.7,-2.0,82.6,6.6,0.0,3,,,,,,,,,,
-0.5,-0.1,-0.9,90.9,93.4,88.6,-1.8,130.4,5.3,0.0,10,,,,,,,,,,
-0.5,-0.30000000000000004,-0.6000000000000001,92.8,94.0,91.7,-1.5,148.1,4.1,0.0,10,,,,,,,,,,
-0.4,0.30000000000000004,-0.7000000000000001,91.3,94.0,86.6,-1.6,152.7,4.8,0.0,10,,,,,,,,,,
-0.7000000000000001,-0.30000000000000004,-0.8,93.0,94.0,89.5,-1.7000000000000002,163.4,4.8,0.0,9,,,,,,,,,,
-1.1,-0.5,-1.5,92.5,95.2,88.9,-2.2,162.9,6.6,0.0,2,,,,,,,,,,
-1.7000000000000002,-1.5,-2.0,95.8,97.0,94.3,-2.3,75.2,5.1,0.0,2,,,,,,,,,,
-2.5,-2.2,-2.6,98.0,99.3,95.5,-2.8,72.6,5.7,0.0,1,,,,,,,,,,
-2.5,-2.3,-2.6,99.9,100.0,99.5,-2.5,88.5,5.9,0.0,1,,,,,,,,,,
-1.9,-1.5,-2.3,95.5,99.6,90.3,-2.5,122.4,6.8,0.0,1,,,,,,,,,,
-1.2,-0.30000000000000004,-2.1,87.2,91.6,83.3,-3.1,178.5,8.2,0.0,1,,,,,,,,,,
-0.30000000000000004,-0.1,-0.6000000000000001,83.2,84.7,81.4,-2.8,149.3,10.7,0.0,2,,,,,,,,,,
-0.6000000000000001,-0.30000000000000004,-0.7000000000000001,85.4,86.4,84.1,-2.7,156.7,8.0,0.0,2,,,,,,,,,,
-1.1,-0.7000000000000001,-1.6,87.6,90.2,85.8,-2.9,78.7,4.3,0.0,2,,,,,,,,,,
-1.7000000000000002,-1.5,-1.9,91.9,93.3,90.7,-2.8,117.7,4.8,0.0,2,,,,,,,,,,
-2.1,-1.5,-2.8,92.1,95.8,88.7,-3.2,197.8,5.2,0.0,1,,,,,,,,,,
-2.5,-1.8,-3.6,93.8,97.3,90.8,-3.4,278.3,3.1,0.0,1,,,,,,,,,,
-3.5,-3.1,-3.8,99.2,100.0,97.4,-3.6,46.1,2.5,0.0,1,,,,,,,,,,
-2.7,-2.5,-3.2,98.2,99.8,96.8,-2.9,328.6,2.6,0.0,1,,,,,,,,,,
-2.5,-2.2,-2.8,96.1,96.8,94.8,-3.0,340.4,3.9,0.0,1,,,,,,,,,,
-2.4,-2.4,-2.5,95.7,96.0,95.2,-3.0,357.4,1.7000000000000002,0.0,1,,,,,,,,,,
-2.6,-2.1,-3.0,96.0,97.8,94.7,-3.1,136.2,3.7,0.0,2,,,,,,,,,,
-1.5,-1.0,-2.1,93.5,98.1,89.4,-2.4,327.7,4.7,0.0,3,,,,,,,,,,
-0.9,-0.7000000000000001,-1.2,90.6,91.7,88.8,-2.2,166.5,4.8,0.0,4,,,,,,,,,,
-0.30000000000000004,-0.1,-0.6000000000000001,90.5,91.2,89.9,-1.7000000000000002,210.8,7.0,0.0,9,,,,,,,,,,
0.0,0.2,-0.2,91.1,91.5,90.7,-1.3,146.3,7.9,0.0,10,,,,,,,,,,
0.0,0.2,-0.1,92.0,93.2,91.0,-1.1,35.7,3.7,0.0,10,,,,,,,,,,
0.2,0.6000000000000001,-0.2,93.0,95.7,90.1,-0.8,150.3,6.3,0.0,10,,,,,,,,,,
0.4,0.5,0.30000000000000004,92.4,93.2,91.7,-0.7000000000000001,131.8,8.9,0.0,10,,,,,,,,,,
0.8,1.0,0.4,92.0,93.1,91.0,-0.30000000000000004,148.7,8.8,0.0,6,,,,,,,,,,
0.9,1.1,0.7000000000000001,91.1,92.0,90.3,-0.4,112.4,7.3,0.0,0,,,,,,,,,,
1.0,1.7000000000000002,0.7000000000000001,92.1,93.3,89.4,-0.1,139.3,9.6,0.0,0,,,,,,,,,,
1.6,1.9,1.3,89.9,91.2,88.1,0.1,170.0,9.8,0.0,0,,,,,,,,,,
2.4,2.8,2.1,87.9,89.4,85.9,0.6000000000000001,173.6,11.0,0.0,0,,,,,,,,,,
2.8,3.0,2.7,87.3,87.7,86.6,0.9,157.5,7.2,0.0,0,,,,,,,,,,
3.1,3.2,3.0,86.7,87.0,86.5,1.1,165.3,9.0,0.0,0,,,,,,,,,,
3.3,3.9,3.0,86.9,88.1,85.7,1.3,188.4,8.2,0.0,0,,,,,,,,,,
4.4,5.0,3.9,85.0,85.7,83.9,2.1,166.2,9.5,0.0,0,,,,,,,,,,
5.5,5.7,5.2,82.6,83.7,81.7,2.8,180.5,12.9,0.0,0,,,,,,,,,,
5.6,5.7,5.4,82.8,83.5,82.3,2.9,186.2,11.7,0.0,0,,,,,,,,,,
5.4,5.5,5.1,84.2,84.8,83.5,3.0,174.5,14.7,0.0,0,,,,,,,,,,
5.3,5.5,5.1,85.3,85.8,84.9,3.0,181.4,16.4,0.0,0,,,,,,,,,,
5.8,6.2,5.6,84.9,85.7,84.5,3.5,174.5,13.8,0.0,0,,,,,,,,,,
